Date,Open,High,Low,Close,Volume
6/9/2006,5.916600786,5.953350053,5.715447868,5.728987,193959500
6/12/2006,5.744459612,5.776373375,5.508492193,5.512361,179446400
6/13/2006,5.571351294,5.715446206,5.547173796,5.640981,270160800
6/14/2006,5.636146214,5.684499863,5.482380961,5.571352,219534000
6/15/2006,5.541372798,5.777340195,5.488182297,5.742525,297595900
6/16/2006,5.701907288,5.724150046,5.562647871,5.566516,209525400
6/19/2006,5.592629096,5.626476928,5.512361672,5.531703,176143800
6/20/2006,5.571353133,5.642916927,5.540406737,5.557814,168243600
6/21/2006,5.583923259,5.677730467,5.541372485,5.595529,215824000
6/22/2006,5.628410069,5.778307891,5.615838308,5.761868,241408300
6/23/2006,5.77540629,5.818925797,5.679665675,5.689336,165050900
6/26/2006,5.722216259,5.725117694,5.644850288,5.704809,116634000
6/27/2006,5.714480855,5.727053294,5.551044564,5.553946,137652900
6/28/2006,5.540405539,5.54137291,5.35859398,5.417586,212676100
6/29/2006,5.489150647,5.71448039,5.453369429,5.702876,218349600
6/30/2006,5.569418392,5.584891588,5.464006102,5.538472,184923900
7/3/2006,5.562648912,5.626476439,5.545240974,5.604233,48692700
7/5/2006,5.526866825,5.570385653,5.469808866,5.512361,129560200
7/6/2006,5.521064382,5.551044082,5.377936803,5.39341,158302200
7/7/2006,5.365363258,5.468840791,5.287029919,5.357627,199840200
7/10/2006,5.38663965,5.463038929,5.270589674,5.318944,132336400
7/11/2006,5.329581546,5.414684453,5.273490964,5.381804,206255700
7/12/2006,5.335385352,5.342154241,5.11779187,5.12166,231832300
7/13/2006,5.03172193,5.233842229,4.971762526,5.052998,312476500
7/14/2006,5.077173371,5.114889322,4.850876307,4.900198,248259200
7/17/2006,5.002708544,5.13616578,4.994972285,5.064602,256135600
7/18/2006,5.141000518,5.207729473,5.014313526,5.115857,250112100
7/19/2006,5.121659882,5.326680921,5.063635226,5.231907,347685800
7/20/2006,5.895324851,5.956251624,5.775406723,5.85084,493036600
7/21/2006,5.785076353,5.913698082,5.767669095,5.872114,222973100
7/24/2006,5.924336483,6.005570582,5.8440684,5.939809,180714100
7/25/2006,5.974624499,6.004604195,5.877917201,5.989131,147267400
7/26/2006,5.995899154,6.251208529,5.964953445,6.176744,224606900
7/27/2006,6.237669961,6.287957668,6.079068552,6.131291,183761200
7/28/2006,6.183514861,6.351786631,6.140962725,6.343083,172876900
7/31/2006,6.463002237,6.637076909,6.409813074,6.572282,223210400
8/1/2006,6.500717807,6.569380158,6.376930882,6.496849,177941400
8/2/2006,6.542302967,6.641912404,6.528763834,6.591624,137692100
8/3/2006,6.567445423,6.7695657,6.557775099,6.729915,210261100
8/4/2006,6.484276512,6.635141698,6.282156914,6.605162,463216600
8/7/2006,6.549070014,6.730880876,6.412711359,6.499749,311378200
8/8/2006,6.488145678,6.490079744,6.23863843,6.26475,249466000
8/9/2006,6.32760977,6.344049661,6.131292368,6.149667,238959700
8/10/2006,6.116785285,6.267650456,6.063596136,6.196086,174440000
8/11/2006,6.114851608,6.201888587,6.051991454,6.155469,194382300
8/14/2006,6.194151694,6.307299552,6.15063287,6.183514,179405100
8/15/2006,6.318906318,6.431087501,6.266683857,6.426252,215338200
8/16/2006,6.489111413,6.58291863,6.414646875,6.574215,195321000
8/17/2006,6.5761497,6.639977227,6.496848977,6.536499,145287100
8/18/2006,6.548103675,6.614831957,6.504584848,6.567445,134088500
8/21/2006,6.508453107,6.509420478,6.397239302,6.43689,131556600
8/22/2006,6.448492244,6.607093631,6.43108499,6.539398,144242000
8/23/2006,6.576147945,6.639008084,6.473637116,6.509419,134064700
8/24/2006,6.56551126,6.594523587,6.408844557,6.557775,163797900
8/25/2006,6.512322976,6.677693331,6.50942154,6.648681,135989700
8/28/2006,6.624502358,6.635140729,6.448493677,6.477506,184540300
8/29/2006,6.47847503,6.504585924,6.297630803,6.429154,236833100
8/30/2006,6.512322265,6.558741854,6.448494737,6.475573,170035600
8/31/2006,6.506520097,6.605162835,6.44656137,6.561644,143674300
9/1/2006,6.622570326,6.639010896,6.558742789,6.6129,102123700
9/5/2006,6.669957004,6.914628065,6.629338933,6.912694,253114400
9/6/2006,6.874008792,6.933000808,6.740552242,6.772466,243525800
9/7/2006,6.827590037,7.106109589,6.79374221,7.040348,316989400
9/8/2006,7.09547047,7.11481247,6.954276983,7.013269,223980400
9/11/2006,7.004567111,7.130287435,6.906891746,7.011336,237281100
9/12/2006,7.041317267,7.103210749,6.909794718,7.02391,421171800
9/13/2006,7.045183198,7.187344065,6.991993372,7.175739,286534500
9/14/2006,7.129317504,7.221190641,7.10417399,7.172837,200432400
9/15/2006,7.214422327,7.251171588,7.087734654,7.166068,245463400
9/18/2006,7.137056692,7.239566877,7.088703036,7.145761,176319500
9/19/2006,7.16606776,7.191211954,7.040347463,7.134154,177512300
9/20/2006,7.193145422,7.318866386,7.177672906,7.278249,205697800
9/21/2006,7.277281644,7.35561498,7.158330921,7.219257,198531200
9/22/2006,7.185408612,7.189277418,7.019070937,7.059689,166278000
9/25/2006,7.138022922,7.336274371,7.129318616,7.325636,214748100
9/26/2006,7.367222237,7.521954892,7.3594853,7.505515,275737000
9/27/2006,7.462962859,7.491975189,7.33240771,7.389465,202593300
9/28/2006,7.448455694,7.492941214,7.344978152,7.447489,180902400
9/29/2006,7.457159435,7.496809452,7.415574677,7.444587,101453100
10/2/2006,7.262775805,7.337241012,7.185408486,7.239565,178159800
10/3/2006,7.199916568,7.248270218,7.078063718,7.164134,197677200
10/4/2006,7.166068085,7.297591259,7.075162302,7.289855,207270700
10/5/2006,7.207651998,7.365286735,7.16896935,7.236665,170970800
10/6/2006,7.197015325,7.256974042,7.138023302,7.177674,116739700
10/9/2006,7.137055591,7.260842503,7.110944701,7.217323,109555600
10/10/2006,7.208619409,7.212487539,7.067425914,7.138023,132897100
10/11/2006,7.100306955,7.15446348,7.021006233,7.081933,142963800
10/12/2006,7.118680892,7.290820758,7.117713521,7.278249,148213800
10/13/2006,7.314033032,7.434917854,7.227962735,7.255041,171049200
10/16/2006,7.2714813,7.338210273,7.232798642,7.29179,127173200
10/17/2006,7.256974155,7.279216916,7.160266174,7.184443,120231300
10/18/2006,7.228929746,7.288888468,7.147694954,7.207653,283476900
10/19/2006,7.665083897,7.731812873,7.55870489,7.638973,378244300
10/20/2006,7.637037396,7.73568013,7.608025066,7.731812,159853400
10/23/2006,7.73568011,7.920392462,7.712470652,7.877841,208126800
10/24/2006,7.853664876,7.899117101,7.755989504,7.838191,115803100
10/25/2006,7.867203232,7.930064074,7.834322769,7.899117,121303700
10/26/2006,7.920392043,7.988087701,7.845926818,7.948437,108189200
10/27/2006,7.905885104,7.973580076,7.737612675,7.776296,148741600
10/30/2006,7.735678915,7.823683262,7.688291282,7.777263,124979400
10/31/2006,7.876874574,7.899116662,7.758890509,7.841092,125368600
11/1/2006,7.843026119,7.870104385,7.578045656,7.655413,152798100
11/2/2006,7.632200129,7.670884129,7.591583418,7.638003,116370800
11/3/2006,7.674753552,7.691193442,7.522921668,7.571276,107972200
11/6/2006,7.635101483,7.742447823,7.584813773,7.7086,108644200
11/7/2006,7.780166127,7.833355289,7.749219731,7.785969,131483100
11/8/2006,7.738579973,7.99679013,7.726007537,7.97358,172729200
11/9/2006,8.017097553,8.190205453,7.941664981,8.059649,230763400
11/10/2006,8.079958755,8.084793578,7.978414617,8.038374,93466100
11/13/2006,8.04804725,8.166997325,7.991956658,8.157327,112668500
11/14/2006,8.200841328,8.220184,8.113804382,8.220184,147238700
11/15/2006,8.225021981,8.30722346,8.123478499,8.128314,163830800
11/16/2006,8.207616203,8.345908295,8.183439373,8.27918,173485200
11/17/2006,8.233726964,8.311093632,8.220188508,8.30239,116606000
11/20/2006,8.25886879,8.413602081,8.239527467,8.362347,142698500
11/21/2006,8.454220079,8.568336,8.42424038,8.568336,155666700
11/22/2006,8.606051629,8.776258134,8.495804519,8.733706,167985300
11/24/2006,8.658275995,9.001589838,8.655374558,8.861363,129669400
11/27/2006,8.946465555,9.009326396,8.655374193,8.659243,268709000
11/28/2006,8.738542181,8.894242874,8.695024027,8.878769,259043400
11/29/2006,8.993851996,9.008358499,8.727905527,8.877802,289270800
11/30/2006,8.917452155,8.96290505,8.806238344,8.864263,217621600
12/1/2006,8.87780159,8.929057358,8.713397945,8.831382,198769900
12/4/2006,8.885535831,8.901976394,8.752079296,8.812038,177384200
12/5/2006,8.863295263,8.929056853,8.787862672,8.826546,165709600
12/6/2006,8.765618336,8.838150155,8.671811807,8.687285,159546100
12/7/2006,8.706630666,8.752084251,8.403934865,8.417474,251206900
12/8/2006,8.435845268,8.64473441,8.413602508,8.535454,196069300
12/11/2006,8.597347824,8.636031151,8.515145671,8.582842,124945100
12/12/2006,8.569303198,8.591545961,8.271442971,8.330435,256655000
12/13/2006,8.505473361,8.613787064,8.428107397,8.611853,214263000
12/14/2006,8.611855333,8.703727144,8.535455365,8.563501,208082700
12/15/2006,8.608952982,8.628294307,8.445516721,8.483232,184984800
12/18/2006,8.474527799,8.510309008,8.180535099,8.265638,180394200
12/19/2006,8.194074757,8.382655891,8.086729083,8.346874,227851400
12/20/2006,8.362348696,8.381690023,8.195042935,8.196977,141922900
12/21/2006,8.191172603,8.266605179,7.949402359,8.017098,225899800
12/22/2006,8.071254149,8.127344724,7.891377361,7.949402,153325900
12/26/2006,7.944567778,7.985185168,7.822716287,7.882675,122672200
12/27/2006,7.557735528,7.930061581,7.424278301,7.883642,483938700
12/28/2006,7.757922839,7.85753159,7.702799616,7.820783,279969200
12/29/2006,8.118641728,8.258868515,8.061583778,8.204712,269107300
1/3/2007,8.344938884,8.372983836,7.920390389,8.104136,309579900
1/4/2007,8.128313996,8.312058956,8.106071234,8.284014,211815100
1/5/2007,8.294650711,8.336234792,8.162160854,8.225021,208685400
1/8/2007,8.31302495,8.368148158,8.247264049,8.265638,199276700
1/9/2007,8.360415235,8.991919031,8.234694899,8.952269,837324600
1/10/2007,9.163089234,9.458049325,9.037368939,9.380682,738220000
1/11/2007,9.278171452,9.359406226,9.196936678,9.264633,360063200
1/12/2007,9.147615565,9.193068451,9.016092406,9.150517,328172600
1/16/2007,9.253028626,9.404861179,9.230786541,9.390354,311019100
1/17/2007,9.434839649,9.438707779,9.169859241,9.182431,411565000
1/18/2007,8.90681439,8.907781084,8.611854935,8.613789,591151400
1/19/2007,8.571236082,8.6698788,8.521915739,8.558665,341118400
1/22/2007,8.620557795,8.622492537,8.283046885,8.393294,363506500
1/23/2007,8.290782435,8.462922983,8.269506371,8.287881,301856100
1/24/2007,8.382656258,8.428109152,8.324631604,8.384591,231953400
1/25/2007,8.424239847,8.558665134,8.319795611,8.341071,226493400
1/26/2007,8.424240399,8.449384596,8.219220042,8.256936,246718500
1/29/2007,8.345908528,8.379757039,8.27144397,8.311094,225416100
1/30/2007,8.358478911,8.364281106,8.244363675,8.273376,144492600
1/31/2007,8.206647775,8.316894892,8.15732675,8.290784,214017300
2/1/2007,8.339136934,8.34300574,8.195042,8.195042,166085500
2/2/2007,8.135084581,8.244365012,8.094467183,8.19601,155382500
2/5/2007,8.152490195,8.242428604,8.117675,8.117675,144713100
2/6/2007,8.166994318,8.168928383,8.013229099,8.137982,216098400
2/7/2007,8.169900084,8.353645767,8.079962324,8.331403,266706300
2/8/2007,8.261769857,8.36621408,8.259835116,8.334301,169757700
2/9/2007,8.305289983,8.336235697,8.047079129,8.052882,215135200
2/12/2007,8.165063846,8.237594329,8.087697185,8.208582,181017900
2/13/2007,8.235661532,8.248233972,8.152492664,8.191176,145246500
2/14/2007,8.184406093,8.282080785,8.178603897,8.249201,126995400
2/15/2007,8.262738763,8.280146026,8.198911232,8.240496,90915300
2/16/2007,8.24436407,8.259836589,8.18730611,8.203746,99967000
2/20/2007,8.1863382,8.332367872,8.138951245,8.307223,154425600
2/21/2007,8.314960005,8.654405631,8.313025941,8.62636,288828400
2/22/2007,8.781094626,8.78206132,8.561566397,8.656341,209556200
2/23/2007,8.622492631,8.736607876,8.592512932,8.613789,129473400
2/26/2007,8.688254756,8.703727276,8.472596012,8.559633,153962200
2/27/2007,8.345908912,8.421341521,8.066422594,8.116711,286453300
2/28/2007,8.026768347,8.278210269,8.026768347,8.182469,229868800
3/1/2007,8.126380598,8.540290816,8.099302334,8.419406,353882200
3/2/2007,8.391360864,8.465825411,8.240495673,8.259837,215000100
3/5/2007,8.306255244,8.573169682,8.293683487,8.34784,209724900
3/6/2007,8.490970361,8.540291391,8.452287027,8.528687,180796700
3/7/2007,8.515145762,8.604117481,8.45712111,8.483232,156571100
3/8/2007,8.567367956,8.579940393,8.458088221,8.51031,127752800
3/9/2007,8.587675749,8.592510572,8.452283796,8.507407,112959000
3/12/2007,8.51708037,8.702759389,8.509343434,8.691155,182352100
3/13/2007,8.646667658,8.761750251,8.548993,8.548993,216972700
3/14/2007,8.568338328,8.703729,8.502576719,8.703729,199146500
3/15/2007,8.699860641,8.738543299,8.637000475,8.662144,139874700
3/16/2007,8.659242499,8.702760655,8.637966429,8.664078,142926000
3/19/2007,8.726936719,8.853623713,8.664076569,8.813007,178240300
3/20/2007,8.83428324,8.881670199,8.806238283,8.846855,122229100
3/21/2007,8.896175129,9.090558435,8.863294,9.077986,171724000
3/22/2007,9.064450234,9.125376337,8.993853127,9.086693,140373100
3/23/2007,9.027698434,9.09732815,9.022862934,9.044139,112721000
3/26/2007,9.089590211,9.274302499,9.022861266,9.269467,216246800
3/27/2007,9.255929826,9.36424287,9.187266802,9.231753,233013200
3/28/2007,9.175662438,9.225950831,9.00835737,9.017061,235584300
3/29/2007,9.108932776,9.108932776,8.919384962,9.066382,181430900
3/30/2007,9.117639574,9.156322231,8.969675802,8.985149,150139500
4/2/2007,9.104098282,9.114736654,8.995785233,9.056712,125498100
4/3/2007,9.104099796,9.209511426,9.067351203,9.138915,145983600
4/4/2007,9.181465222,9.200807225,9.103131869,9.116671,119196000
4/5/2007,9.10216348,9.15632,9.044138831,9.15632,88879000
4/9/2007,9.207576507,9.21627946,8.997719975,9.056712,103335400
4/10/2007,9.058645415,9.115702694,9.033501219,9.114736,88116700
4/11/2007,9.080890707,9.085726208,8.929058798,8.954203,137254600
4/12/2007,8.901009501,8.927121064,8.773355153,8.915516,164168900
4/13/2007,8.790762839,8.839117161,8.709528065,8.726936,179985400
4/16/2007,8.758850471,8.848788889,8.727904756,8.84202,152258400
4/17/2007,8.897141777,8.926154097,8.674712183,8.737573,187980100
4/18/2007,8.719199869,8.785928826,8.665043348,8.74241,116011000
4/19/2007,8.722100065,8.824610221,8.687284874,8.729837,106478400
4/20/2007,8.789795065,8.817840693,8.756915292,8.797532,130694900
4/23/2007,8.857491996,9.071216629,8.841051431,9.043171,195072500
4/24/2007,9.086690718,9.321691439,8.829447236,9.017061,263813200
4/25/2007,9.112803616,9.225952178,9.071218847,9.221116,296786000
4/26/2007,9.823608467,9.912580204,9.506405533,9.558628,434444500
4/27/2007,9.494799229,9.665972436,9.447412269,9.663071,174850900
4/30/2007,9.679511632,9.76751598,9.638893563,9.651466,154127400
5/1/2007,9.631158067,9.704655919,9.530581274,9.619553,133130900
5/2/2007,9.636959541,9.723029825,9.61955228,9.708524,126286300
5/3/2007,9.741403759,9.811033472,9.671774047,9.70949,144019400
5/4/2007,9.748176306,9.825542978,9.719163296,9.749143,95496800
5/7/2007,9.775251601,10.09148708,9.768482036,10.049903,215389300
5/8/2007,10.0063834,10.16885295,10.0015479,10.16015,195999300
5/9/2007,10.14564479,10.34389626,10.14371005,10.33616,179439400
5/10/2007,10.31197999,10.52570528,10.24331766,10.380643,299314400
5/11/2007,10.41932802,10.55375195,10.32648818,10.516036,163424100
5/14/2007,10.60113819,10.63788745,10.46864834,10.575994,162986600
5/15/2007,10.59630345,10.65722954,10.29747589,10.398052,238628600
5/16/2007,10.49572559,10.52473791,10.00154674,10.380643,281691900
5/17/2007,10.36227041,10.62531609,10.36227041,10.583732,183822800
5/18/2007,10.6601317,10.6997824,10.61564617,10.639823,155336300
5/21/2007,10.66786781,10.87482221,10.64272361,10.82937,159973100
5/22/2007,10.87869219,11.00054437,10.8322726,10.980235,143102400
5/23/2007,11.0266561,11.12143002,10.88836335,10.917375,227843700
5/24/2007,10.9096387,11.06920684,10.67367061,10.704617,221840500
5/25/2007,10.83130332,11.00344387,10.78294968,10.98797,158239900
5/29/2007,11.068239,11.10788902,10.89803318,11.058568,161423500
5/30/2007,11.05373125,11.49665437,10.97926604,11.486016,369611200
5/31/2007,11.61174192,11.81482962,11.56048682,11.720055,324266600
6/1/2007,11.71134795,11.72005226,11.43959863,11.450237,221315500
6/4/2007,11.47247713,11.77227064,11.40187938,11.733588,221668300
6/5/2007,11.74132485,11.86511106,11.65331985,11.863177,230196400
6/6/2007,11.82739887,11.99663803,11.79355172,11.956988,278060300
6/7/2007,12.08754139,12.34091603,11.91346677,11.998569,478769900
6/8/2007,12.16780906,12.16877643,11.82642937,12.039188,310420600
6/11/2007,12.18521689,12.19972339,11.56048285,11.623343,468564600
6/12/2007,11.54210823,11.77033939,11.44153212,11.641719,356641600
6/13/2007,11.7161824,11.72005121,11.16011137,11.363199,430338300
6/14/2007,11.33418686,11.55177966,11.25875427,11.484084,243316500
6/15/2007,11.66492606,11.66976156,11.5914289,11.653321,202804700
6/18/2007,11.92216904,12.10591327,11.8506046,12.097211,227651200
6/19/2007,12.05853143,12.0894785,11.88639084,11.958922,235756500
6/20/2007,11.97923207,12.05563069,11.7500335,11.754869,224378000
6/21/2007,11.76937237,12.01984628,11.67459846,11.982131,216761300
6/22/2007,11.97729483,12.03531947,11.83513329,11.895092,157969000
6/25/2007,12.0101731,12.09721141,11.70747678,11.831263,241350900
6/26/2007,11.9898646,11.99179866,11.48117993,11.571119,336251300
6/27/2007,11.66396076,11.8022535,11.53340564,11.787747,243674200
6/28/2007,11.83319861,11.84577037,11.60496748,11.659124,209535900
6/29/2007,11.79548643,11.99180319,11.71038283,11.802256,284460400
7/2/2007,11.70651063,11.80708808,11.53727151,11.72682,248715600
7/3/2007,11.79838554,12.32060944,11.75003121,12.298366,290620400
7/5/2007,12.4559996,12.85927207,12.44536123,12.837996,363262900
7/6/2007,12.87474508,12.8950531,12.61073139,12.794477,218673700
7/9/2007,12.80221681,12.85250522,12.49275218,12.603966,248955000
7/10/2007,12.46373649,13.00723578,12.45696693,12.799314,313751900
7/11/2007,12.77223629,12.92986968,12.69873776,12.803182,205443000
7/12/2007,12.94437561,12.98209157,12.80318144,12.965651,176152200
7/13/2007,13.05849403,13.33121074,13.00917165,13.319605,226901500
7/16/2007,13.38342863,13.53719454,13.29735836,13.355383,234028200
7/17/2007,13.37472598,13.50044695,13.29735933,13.433718,177489900
7/18/2007,13.36409157,13.38826907,13.15616974,13.357322,189214200
7/19/2007,13.56814165,13.61746402,13.50528285,13.53913,183222900
7/20/2007,13.69869837,13.94337008,13.53913024,13.901786,291943400
7/23/2007,13.85923636,14.04394872,13.62907043,13.896953,259122500
7/24/2007,13.43081927,13.63584032,12.97339021,13.044954,448823200
7/25/2007,13.28285463,13.38052998,13.05559084,13.274151,374045700
7/26/2007,14.11067437,14.36114759,13.24513678,14.119378,546657300
7/27/2007,14.13775309,14.40176681,13.90468779,13.911456,290274600
7/30/2007,13.95787592,14.06618895,13.49754551,13.677423,276747100
7/31/2007,13.82635382,13.87567484,12.71904655,12.742256,440598200
8/1/2007,12.92406881,13.09234059,12.35639196,13.055592,437539200
8/2/2007,13.21516188,13.2451409,12.97339153,13.199688,213161200
8/3/2007,13.08073465,13.14746361,12.71711285,12.75096,169796900
8/6/2007,12.85250321,13.08170174,12.40764596,13.079767,231292600
8/7/2007,13.0497847,13.2722136,12.82638977,13.058489,237484100
8/8/2007,13.22579441,13.23546405,12.76546339,12.959846,202024200
8/9/2007,12.67939529,12.86217355,12.09721338,12.222933,281348900
8/10/2007,11.90670009,12.35445814,11.63398338,12.088511,352687300
8/13/2007,12.40958076,12.5091895,12.23357139,12.358325,188227900
8/14/2007,12.40667981,12.40764651,11.96375661,11.994703,184751700
8/15/2007,11.86994737,12.07496836,11.57111918,11.595296,248213000
8/16/2007,11.31581187,11.45990748,10.79455534,11.31968,466672500
8/17/2007,11.7993505,11.94344541,11.58756062,11.804186,298765600
8/20/2007,11.98793379,12.0401576,11.65332428,11.819662,200829300
8/21/2007,11.81869322,12.47147361,11.7016779,12.337049,325761800
